0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
-4.66	8.34	36.38	5
0.08	8.42	78.51	5
-0.17	8.25	86.40	5
-0.65	7.60	73.22	5
0.02	7.62	46.50	5
-0.00	7.62	29.41	5
0.00	7.62	18.60	5
-0.00	7.62	11.76	5
3.39	11.02	11.49	13
-0.00	11.02	7.27	13
0.00	11.02	4.60	13
0.00	11.02	2.91	13
0.00	11.02	1.84	13
0.00	11.02	1.16	13
0.00	11.02	0.74	13
0.00	11.02	0.47	13
1.64	12.66	16.74	11
1.17	13.83	24.47	15
-1.24	12.60	53.12	13
0.09	12.69	52.36	13
0.05	12.74	42.21	13
-0.48	12.26	33.86	13
-0.52	11.74	25.83	10
-0.50	11.25	18.61	10
0.00	11.25	11.77	10
-0.00	11.25	7.45	10
0.00	11.25	4.71	10
0.00	11.25	2.98	10
-0.00	11.25	1.88	10
0.00	11.25	1.19	10
-0.00	11.25	0.75	10
0.00	11.25	0.48	10
-0.00	11.25	0.30	10
0.00	11.25	0.19	10
0.00	11.25	0.12	10
-0.00	11.25	0.08	10
0.00	11.25	0.05	10
0.00	11.25	0.03	10
-0.00	11.25	0.02	10
0.00	11.25	0.01	10
0.00	11.25	0.01	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
-0.00	11.25	0.00	10
0.00	11.25	0.00	10
0.00	11.25	0.00	10
-1.25	10.00	0.00	10
0.12	10.12	2.90	10
0.66	10.79	10.83	11
1.16	11.94	24.78	12
-0.06	11.88	39.15	14
-0.45	11.43	39.93	10
-0.20	11.23	45.46	12
0.71	11.94	51.50	12
-0.45	11.49	42.52	12
-0.23	11.26	32.18	12
0.28	11.54	20.91	12
0.19	11.73	13.66	12
-0.19	11.54	16.69	12
0.10	11.64	10.71	12
0.17	11.81	6.94	12
0.00	11.81	4.39	12
0.00	11.81	2.77	12
-0.00	11.81	1.75	12
0.00	11.81	1.11	12
0.00	11.81	0.70	12
-0.00	11.81	0.44	12
0.00	11.81	0.28	12
-0.00	11.81	0.18	12
0.00	11.81	0.11	12
-0.00	11.81	0.07	12
0.00	11.81	0.04	12
0.00	11.81	0.03	12
-0.00	11.81	0.02	12
0.00	11.81	0.01	12
-0.00	11.81	0.01	12
-10.01	1.80	19.51	1
1.19	2.99	26.08	1
0.61	3.61	20.26	5
2.06	5.67	23.18	7
0.26	5.92	27.30	8
-0.55	5.37	23.37	8
0.13	5.50	16.56	5
-0.09	5.41	11.10	5
-0.04	5.37	7.76	5
-0.00	5.37	4.91	5
1.75	7.12	8.73	8
0.00	7.12	5.52	8
0.00	7.12	3.49	8
0.00	7.12	2.21	8
-0.00	7.12	1.40	8
0.00	7.12	0.88	8
-0.00	7.12	0.56	8
0.00	7.12	0.35	8
0.00	7.12	0.22	8
0.00	7.12	0.14	8
0.00	7.12	0.09	8
0.00	7.12	0.06	8
-0.00	7.12	0.04	8
0.00	7.12	0.02	8
0.00	7.12	0.01	8
-0.00	7.12	0.01	8
-4.44	2.68	1.69	3
0.13	2.81	1.17	3
0.12	2.93	7.39	3
0.34	3.27	18.61	3
-0.14	3.13	16.12	3
0.03	3.16	22.76	3
0.33	3.49	15.34	4
0.00	3.49	9.71	4
-0.00	3.49	6.14	4
0.00	3.49	3.88	4
0.00	3.49	2.46	4
0.00	3.49	1.55	4
0.00	3.49	0.98	4
-0.00	3.49	0.62	4
0.00	3.49	0.39	4
-0.00	3.49	0.25	4
0.00	3.49	0.16	4
-0.00	3.49	0.10	4
0.00	3.49	0.06	4
-0.00	3.49	0.04	4
0.00	3.49	0.03	4
0.00	3.49	0.02	4
-0.00	3.49	0.01	4
0.00	3.49	0.01	4
0.00	3.49	0.00	4
0.00	3.49	0.00	4
-0.00	3.49	0.00	4
0.00	3.49	0.00	4
0.00	3.49	0.00	4
5.51	9.00	0.00	9
0.00	9.00	0.00	9
-0.00	9.00	0.00	9
0.00	9.00	0.00	9
0.00	9.00	0.00	9
0.00	9.00	0.00	9
-3.67	5.33	3.43	5
-0.00	5.33	2.17	5
0.00	5.33	1.37	5
0.00	5.33	0.87	5
4.84	10.18	7.19	10
-0.11	10.06	4.64	10
-0.00	10.06	2.94	10
-0.06	10.01	1.88	10
-0.01	10.00	1.19	10
0.45	10.46	13.57	10
0.26	10.72	10.40	10
0.00	10.72	6.58	10
-0.00	10.72	4.16	10
-0.53	10.19	29.44	12
0.87	11.05	20.83	12
-0.00	11.05	13.18	12
0.00	11.05	8.33	12
0.00	11.05	5.27	12
2.35	13.41	5.48	14
-0.00	13.41	3.46	14
0.00	13.41	2.19	14
-0.00	13.41	1.39	14
0.00	13.41	0.88	14
0.00	13.41	0.55	14
0.00	13.41	0.35	14
0.00	13.41	0.22	14
-0.43	12.98	1.10	13
-2.64	10.34	16.52	9
1.51	11.85	17.95	9
0.00	11.85	11.35	9
0.00	11.85	7.18	9
1.04	12.90	4.97	13
-3.69	9.21	17.05	8
0.00	9.21	10.78	8
2.27	11.48	11.54	13
0.00	11.48	7.30	13
on!
0.00	6.22	10.75	4
5.66	11.88	13.19	13
-7.15	4.73	22.87	4
0.00	4.73	14.46	4
2.91	7.64	42.33	4
3.10	10.74	36.44	13
1.06	11.80	24.79	13
0.00	11.80	15.68	13
1.06	12.85	10.57	13
0.09	12.95	6.72	13
-0.00	12.95	4.25	13
0.00	12.95	2.69	13
0.00	12.95	1.70	13
-0.00	12.95	1.08	13
0.00	12.95	0.68	13
0.00	12.95	0.43	13
0.00	12.95	0.27	13
0.00	12.95	0.17	13
0.00	12.95	0.11	13
-0.00	12.95	0.07	13
-0.00	12.95	0.04	13
0.00	12.95	0.03	13
-0.00	12.95	0.02	13
off!
0.00	12.95	0.01	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
-0.00	12.95	0.00	13
0.00	12.95	0.00	13
-0.00	12.95	0.00	13
2.05	15.00	0.00	15
-0.00	15.00	0.00	15
0.00	15.00	0.00	15
0.00	15.00	0.00	15
0.00	15.00	0.00	15
-0.00	15.00	0.00	15
0.00	15.00	0.00	15
0.00	15.00	0.00	15
-0.00	15.00	0.00	15
0.00	15.00	0.00	15
0.00	15.00	0.00	15
0.00	15.00	0.00	15
0.00	15.00	0.00	15
0.00	15.00	0.00	15
0.00	15.00	0.00	15
0.00	15.00	0.00	15
-4.46	10.54	12.15	9
-0.00	10.54	7.69	9
0.00	10.54	4.86	9
0.00	10.54	3.07	9
-0.00	10.54	1.94	9
0.00	10.54	1.23	9
0.00	10.54	0.78	9
0.00	10.54	0.49	9
-2.53	8.00	0.51	8
-0.00	8.00	0.32	8
0.00	8.00	0.20	8
0.00	8.00	0.13	8
5.53	13.53	11.54	14
-2.79	10.74	19.27	8
-0.44	10.30	12.40	10
1.26	11.56	11.72	14
1.03	12.59	10.56	13
-0.22	12.37	9.45	13
0.00	12.37	5.98	13
1.21	13.57	17.82	15
0.42	13.99	19.83	15
0.22	14.21	21.28	15
0.00	14.21	13.46	15
-0.00	14.21	8.51	15
-0.31	13.90	5.85	15
0.00	13.90	3.70	15
-4.41	9.48	11.65	4
on!
-0.00	3.22	7.53	3
5.31	8.52	45.91	14
0.72	9.24	30.87	14
-1.10	8.13	61.95	3
-1.69	6.44	47.72	3
-1.62	4.82	33.26	3
-1.41	3.41	22.60	3
0.68	4.09	22.63	3
3.02	7.11	54.07	3
0.00	7.11	34.20	3
0.00	7.11	21.63	3
2.03	9.14	57.73	14
-3.59	5.54	47.90	5
0.90	6.44	59.13	3
1.17	7.62	46.07	3
0.28	7.90	30.31	3
4.16	12.06	27.22	13
0.67	12.73	18.03	13
-0.06	12.67	12.28	13
-0.37	12.31	8.95	12
0.00	12.31	5.66	12
0.12	12.43	4.00	12
-0.00	12.43	2.53	12
-6.47	5.96	37.89	5
-0.44	5.52	25.73	5
0.52	6.04	30.21	5
0.44	6.47	23.58	5
-0.00	6.47	14.91	5
4.92	11.40	20.84	13
0.44	11.84	13.92	13
0.38	12.22	9.19	13
0.83	13.05	6.31	14
-8.91	4.14	29.62	3
0.85	4.99	24.85	3
2.31	7.31	23.16	3
2.81	10.11	18.84	14
2.47	12.59	13.84	14
0.55	13.14	9.00	14
-6.72	6.41	16.43	7
-0.18	6.24	11.82	7
0.26	6.49	8.40	7
0.02	6.51	5.37	7
0.00	6.51	3.40	7
-0.00	6.51	2.15	7
0.00	6.51	1.36	7
0.00	6.51	0.86	7
0.00	6.51	0.54	7
-0.00	6.51	0.34	7
-0.00	6.51	0.22	7
0.00	6.51	0.14	7
0.00	6.51	0.09	7
-0.00	6.51	0.05	7
0.00	6.51	0.03	7
2.68	9.19	2.25	9
2.54	11.73	6.00	12
0.09	11.82	4.51	12
-1.00	10.82	6.48	12
0.00	10.82	4.10	12
-0.00	10.82	2.59	12
0.00	10.82	1.64	12
-0.00	10.82	1.04	12
0.00	10.82	0.66	12
0.00	10.82	0.41	12
0.00	10.82	0.26	12
0.00	10.82	0.17	12
0.18	11.00	0.11	11
0.99	11.99	14.37	11
0.21	12.20	22.36	13
-0.13	12.07	19.84	11
0.03	12.11	17.13	13
off!
-0.00	12.22	7.17	13
-0.00	12.22	4.54	13
0.00	12.22	2.87	13
0.00	12.22	1.81	13
-0.00	12.22	1.15	13
0.00	12.22	0.73	13
0.00	12.22	0.46	13
0.00	12.22	0.29	13
0.00	12.22	0.18	13
-0.00	12.22	0.12	13
-0.00	12.22	0.07	13
0.00	12.22	0.05	13
0.00	12.22	0.03	13
0.00	12.22	0.02	13
-0.00	12.22	0.01	13
0.00	12.22	0.01	13
-0.22	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
-0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.00	0.00	12
0.00	12.
